"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"75-84 years"	"75-84"	23	1259639	1.8
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"85+ years"	"85+"	10	413264	2.4 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"15-19 years"	"15-19"	22	2403117	0.9
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"20-24 years"	"20-24"	35	2303169	1.5
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"25-34 years"	"25-34"	81	5278543	1.5
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"35-44 years"	"35-44"	91	5462186	1.7
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"45-54 years"	"45-54"	88	4189310	2.1
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"55-64 years"	"55-64"	64	2543047	2.5
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"65-74 years"	"65-74"	65	1888004	3.4
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"75-84 years"	"75-84"	56	1259639	4.4
	"California"	"06"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"85+ years"	"85+"	20	413264	4.8
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"15-19 years"	"15-19"	50	2403117	2.1
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"20-24 years"	"20-24"	57	2303169	2.5
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"25-34 years"	"25-34"	70	5278543	1.3
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"35-44 years"	"35-44"	43	5462186	0.8
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"45-54 years"	"45-54"	22	4189310	0.5
	"California"	"06"	"1999"	"1999"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"55-64 years"	"55-64"	11	2543047	0.4 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"15-19 years"	"15-19"	13	2403117	0.5 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"20-24 years"	"20-24"	10	2303169	0.4 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"25-34 years"	"25-34"	15	5278543	0.3 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"10-14 years"	"10-14"	18	2497890	0.7 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"15-19 years"	"15-19"	214	2403117	8.9
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"20-24 years"	"20-24"	260	2303169	11.3
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"25-34 years"	"25-34"	266	5278543	5.0
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"35-44 years"	"35-44"	145	5462186	2.7
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"45-54 years"	"45-54"	88	4189310	2.1
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"55-64 years"	"55-64"	19	2543047	0.7 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"65-74 years"	"65-74"	15	1888004	0.8 (Unreliable)
	"California"	"06"	"1999"	"1999"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"75-84 years"	"75-84"	12	1259639	1.0 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"15-19 years"	"15-19"	27	2450809	1.1
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"20-24 years"	"20-24"	41	2381639	1.7
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"25-34 years"	"25-34"	100	5229058	1.9
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"35-44 years"	"35-44"	141	5484972	2.6
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"45-54 years"	"45-54"	133	4331390	3.1
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"55-64 years"	"55-64"	99	2614027	3.8
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"65-74 years"	"65-74"	95	1887791	5.0
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"75-84 years"	"75-84"	137	1282145	10.7
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"85+ years"	"85+"	32	425640	7.5
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"20-24 years"	"20-24"	11	2381639	0.5 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"25-34 years"	"25-34"	34	5229058	0.7
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"35-44 years"	"35-44"	48	5484972	0.9
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"45-54 years"	"45-54"	39	4331390	0.9
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"55-64 years"	"55-64"	22	2614027	0.8
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"65-74 years"	"65-74"	26	1887791	1.4
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"75-84 years"	"75-84"	25	1282145	1.9
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"15-19 years"	"15-19"	23	2450809	0.9
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"20-24 years"	"20-24"	37	2381639	1.6
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"25-34 years"	"25-34"	72	5229058	1.4
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"35-44 years"	"35-44"	66	5484972	1.2
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"45-54 years"	"45-54"	79	4331390	1.8
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"55-64 years"	"55-64"	47	2614027	1.8
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"65-74 years"	"65-74"	50	1887791	2.6
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"75-84 years"	"75-84"	60	1282145	4.7
	"California"	"06"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"85+ years"	"85+"	21	425640	4.9
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"15-19 years"	"15-19"	57	2450809	2.3
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"20-24 years"	"20-24"	64	2381639	2.7
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"25-34 years"	"25-34"	85	5229058	1.6
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"35-44 years"	"35-44"	33	5484972	0.6
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"45-54 years"	"45-54"	20	4331390	0.5
	"California"	"06"	"2000"	"2000"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"55-64 years"	"55-64"	13	2614027	0.5 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"20-24 years"	"20-24"	14	2381639	0.6 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"25-34 years"	"25-34"	16	5229058	0.3 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"35-44 years"	"35-44"	12	5484972	0.2 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"45-54 years"	"45-54"	14	4331390	0.3 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"10-14 years"	"10-14"	14	2571074	0.5 (Unreliable)
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"15-19 years"	"15-19"	222	2450809	9.1
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"20-24 years"	"20-24"	275	2381639	11.5
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"25-34 years"	"25-34"	313	5229058	6.0
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"35-44 years"	"35-44"	167	5484972	3.0
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"45-54 years"	"45-54"	85	4331390	2.0
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"55-64 years"	"55-64"	26	2614027	1.0
	"California"	"06"	"2000"	"2000"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"65-74 years"	"65-74"	10	1887791	0.5 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Discharge from other and unspecified firearms"	"W34"	"Unintentional"	"1"	"20-24 years"	"20-24"	17	2500519	0.7 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Discharge from other and unspecified firearms"	"W34"	"Unintentional"	"1"	"35-44 years"	"35-44"	17	5516317	0.3 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"15-19 years"	"15-19"	15	2484581	0.6 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"20-24 years"	"20-24"	45	2500519	1.8
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"25-34 years"	"25-34"	112	5234401	2.1
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"35-44 years"	"35-44"	117	5516317	2.1
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"45-54 years"	"45-54"	131	4534278	2.9
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"55-64 years"	"55-64"	130	2728417	4.8
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"65-74 years"	"65-74"	95	1897877	5.0
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"75-84 years"	"75-84"	108	1316542	8.2
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"85+ years"	"85+"	37	437227	8.5
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"15-19 years"	"15-19"	15	2484581	0.6 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"20-24 years"	"20-24"	23	2500519	0.9
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"25-34 years"	"25-34"	31	5234401	0.6
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"35-44 years"	"35-44"	51	5516317	0.9
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"45-54 years"	"45-54"	47	4534278	1.0
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"55-64 years"	"55-64"	20	2728417	0.7
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"65-74 years"	"65-74"	28	1897877	1.5
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"75-84 years"	"75-84"	32	1316542	2.4
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"85+ years"	"85+"	11	437227	2.5 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"15-19 years"	"15-19"	12	2484581	0.5 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"20-24 years"	"20-24"	28	2500519	1.1
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"25-34 years"	"25-34"	48	5234401	0.9
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"35-44 years"	"35-44"	61	5516317	1.1
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"45-54 years"	"45-54"	62	4534278	1.4
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"55-64 years"	"55-64"	54	2728417	2.0
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"65-74 years"	"65-74"	52	1897877	2.7
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"75-84 years"	"75-84"	58	1316542	4.4
	"California"	"06"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"85+ years"	"85+"	21	437227	4.8
	"California"	"06"	"2001"	"2001"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"15-19 years"	"15-19"	42	2484581	1.7
	"California"	"06"	"2001"	"2001"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"20-24 years"	"20-24"	80	2500519	3.2
	"California"	"06"	"2001"	"2001"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"25-34 years"	"25-34"	94	5234401	1.8
	"California"	"06"	"2001"	"2001"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"35-44 years"	"35-44"	36	5516317	0.7
	"California"	"06"	"2001"	"2001"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"45-54 years"	"45-54"	13	4534278	0.3 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"20-24 years"	"20-24"	15	2500519	0.6 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"25-34 years"	"25-34"	20	5234401	0.4
	"California"	"06"	"2001"	"2001"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"35-44 years"	"35-44"	12	5516317	0.2 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"10-14 years"	"10-14"	15	2668867	0.6 (Unreliable)
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"15-19 years"	"15-19"	234	2484581	9.4
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"20-24 years"	"20-24"	315	2500519	12.6
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"25-34 years"	"25-34"	361	5234401	6.9
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"35-44 years"	"35-44"	168	5516317	3.0
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"45-54 years"	"45-54"	85	4534278	1.9
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"55-64 years"	"55-64"	20	2728417	0.7
	"California"	"06"	"2001"	"2001"	"Assault by other and unspecified firearm discharge"	"X95"	"Homicide"	"3"	"65-74 years"	"65-74"	19	1897877	1.0 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"15-19 years"	"15-19"	21	2515883	0.8
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"20-24 years"	"20-24"	38	2567429	1.5
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"25-34 years"	"25-34"	108	5225289	2.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"35-44 years"	"35-44"	124	5500299	2.3
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"45-54 years"	"45-54"	145	4622331	3.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"55-64 years"	"55-64"	134	2909487	4.6
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"65-74 years"	"65-74"	96	1907462	5.0
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"75-84 years"	"75-84"	132	1338193	9.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Suicide"	"2"	"85+ years"	"85+"	46	446450	10.3
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"15-19 years"	"15-19"	13	2515883	0.5 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"20-24 years"	"20-24"	25	2567429	1.0
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"25-34 years"	"25-34"	45	5225289	0.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"35-44 years"	"35-44"	55	5500299	1.0
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"45-54 years"	"45-54"	49	4622331	1.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"55-64 years"	"55-64"	27	2909487	0.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"65-74 years"	"65-74"	31	1907462	1.6
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"75-84 years"	"75-84"	35	1338193	2.6
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Suicide"	"2"	"85+ years"	"85+"	10	446450	2.2 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"15-19 years"	"15-19"	15	2515883	0.6 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"20-24 years"	"20-24"	20	2567429	0.8
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"25-34 years"	"25-34"	45	5225289	0.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"35-44 years"	"35-44"	63	5500299	1.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"45-54 years"	"45-54"	53	4622331	1.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"55-64 years"	"55-64"	54	2909487	1.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"65-74 years"	"65-74"	36	1907462	1.9
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"75-84 years"	"75-84"	41	1338193	3.1
	"California"	"06"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Suicide"	"2"	"85+ years"	"85+"	24	446450	5.4
	"California"	"06"	"2002"	"2002"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"15-19 years"	"15-19"	49	2515883	1.9
	"California"	"06"	"2002"	"2002"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"20-24 years"	"20-24"	81	2567429	3.2
	"California"	"06"	"2002"	"2002"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"25-34 years"	"25-34"	95	5225289	1.8
	"California"	"06"	"2002"	"2002"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"35-44 years"	"35-44"	58	5500299	1.1
	"California"	"06"	"2002"	"2002"	"Assault by handgun discharge"	"X93"	"Homicide"	"3"	"45-54 years"	"45-54"	15	4622331	0.3 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"15-19 years"	"15-19"	13	2515883	0.5 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"20-24 years"	"20-24"	18	2567429	0.7 (Unreliable)
	"California"	"06"	"2002"	"2002"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"Homicide"	"3"	"25-34 years"	"25-34"	34	5225289	0.7
